,Msa,Masa,V
189.47313,-2.57639774085e-06,13.8964617628,0.0234170377987
189.99944425,-2.57666296688e-06,13.897238963,0.0234164669027
190.5257585,-2.57692748415e-06,13.897951037,0.0234159438454
191.05207275,-2.57719129708e-06,13.8985938675,0.0234154716514
191.578387,-2.57745440986e-06,13.8992084516,0.0234150202057
192.10470125,-2.57771682645e-06,13.8997911736,0.0234145921646
192.6310155,-2.57797855084e-06,13.9003391643,0.0234141896356
193.15732975,-2.57823958702e-06,13.9008440219,0.0234138187901
193.683644,-2.57849993888e-06,13.90133098,0.0234134610928
194.20995825,-2.57875961015e-06,13.9018024352,0.0234131147833
194.7362725,-2.5790186046e-06,13.9022381212,0.0234127947482
195.26258675,-2.57927692607e-06,13.9026386954,0.0234125005047
195.788901,-2.57953457823e-06,13.9030342932,0.0234122099165
196.31521525,-2.57979156468e-06,13.9034022387,0.0234119396405
196.8415295,-2.58004788905e-06,13.9037522254,0.0234116825562
197.36784375,-2.58030355489e-06,13.9040895918,0.0234114347423
197.894158,-2.58055856571e-06,13.9044050452,0.0234112030247
198.42047225,-2.58081292505e-06,13.9047023182,0.0234109846614
198.9467865,-2.58106663632e-06,13.9049953678,0.0234107694006
199.47310075,-2.58131970289e-06,13.905274232,0.0234105645597
199.999415,-2.58157212824e-06,13.9055199187,0.0234103840895
200.52572925,-2.58182391573e-06,13.9057735322,0.0234101977967
201.0520435,-2.58207506854e-06,13.9060221807,0.0234100151509
201.57835775,-2.58232559003e-06,13.906238772,0.0234098560529
202.104672,-2.5825754835e-06,13.9064579108,0.0234096950835
202.63098625,-2.58282475214e-06,13.9066621383,0.0234095450674
203.1573005,-2.58307339918e-06,13.9068556648,0.0234094029117
203.68361475,-2.58332142778e-06,13.9070425864,0.0234092656078
204.209929,-2.58356884109e-06,13.907216434,0.0234091379073
204.73624325,-2.58381564226e-06,13.9073825581,0.0234090158802
205.2625575,-2.58406183432e-06,13.9075509136,0.023408892214
205.78887175,-2.5843074203e-06,13.907709227,0.0234087759243
206.315186,-2.58455240324e-06,13.9078641846,0.0234086620996
206.84150025,-2.58479678612e-06,13.9080139097,0.0234085521185
207.3678145,-2.58504057195e-06,13.9081521698,0.023408450559
207.89412875,-2.58528376373e-06,13.9082817383,0.023408355384
208.420443,-2.58552636437e-06,13.9084113652,0.0234082601661
208.94675725,-2.58576837679e-06,13.9085320822,0.023408171493
209.4730715,-2.58600980388e-06,13.908647548,0.0234080866772
209.99938575,-2.58625064851e-06,13.9087580458,0.0234080055107
210.5257,-2.58649091353e-06,13.9088638407,0.0234079277987
