,B,C
4.1342,-2.259661820025272e-05,0.00011389006195530916
4.139363,-2.259607807861177e-05,0.00011378461789311876
4.155677,-2.2593601029520575e-05,0.00011345147868637985
4.1675,-2.2591083333840263e-05,0.00011321006492948348
4.172663,-2.2589795771579308e-05,0.000113104648441125
4.188977,-2.2584985718361657e-05,0.00011277161911228609
4.2008,-2.258080406497774e-05,0.00011253030632566666
4.205979,-2.257879066983842e-05,0.00011242462308282929
4.222341,-2.2571710719925476e-05,0.00011209077323953708
4.2342,-2.2565906027458955e-05,0.00011184888678167107
4.239363,-2.2563204077993146e-05,0.00011174359108483557
4.255677,-2.2553979779176576e-05,0.00011141098646599715
4.2675,-2.2546650262485382e-05,0.000111170021853964
4.272679,-2.254327151014111e-05,0.00011106450166443034
4.289041,-2.2531930842209578e-05,0.00011073120869039345
4.3009,-2.252308824917317e-05,0.00011048976489896095
4.306063,-2.251907661902542e-05,0.00011038467206694332
4.322377,-2.2505765542224694e-05,0.00011005274828472027
4.3342,-2.249552233237725e-05,0.0001098123144751373
4.339363,-2.249089400419235e-05,0.00010970735171771902
4.355677,-2.2475658818296163e-05,0.00010937585768889578
4.3675,-2.246404404929647e-05,0.00010913575293350786
4.372679,-2.245880692619889e-05,0.0001090306237305885
4.389041,-2.2441668319817037e-05,0.00010869862284749264
4.4009,-2.2428692992601853e-05,0.00010845816866237036
4.406063,-2.2422900002312212e-05,0.00010835352047909035
4.422377,-2.2404031566492676e-05,0.00010802305582259815
4.4342,-2.238982740562041e-05,0.00010778373031630779
4.439379,-2.238346756420211e-05,0.00010767895110972796
4.455741,-2.2362827040500368e-05,0.00010734809034191088
4.4676,-2.234735638158558e-05,0.0001071084945589339
4.472763,-2.23404880261115e-05,0.00010700422843824771
4.489077,-2.23182655959504e-05,0.00010667500366836114
4.5009,-2.2301671719406455e-05,0.00010643660742330226
4.506063,-2.2294298167816213e-05,0.00010633255566646329
4.522377,-2.2270500325315478e-05,0.00010600402357110599
4.5342,-2.225278421849686e-05,0.00010576614373813576
4.539379,-2.224490197531007e-05,0.00010566200951973447
4.555741,-2.2219514147106947e-05,0.00010533323311349471
4.5676,-2.220066195923902e-05,0.00010509519148205769
4.572763,-2.219233665238803e-05,0.00010499161330228115
4.589077,-2.216557136284933e-05,0.00010466460647444808
4.6009,-2.2145741919838105e-05,0.0001044278591917233
4.606079,-2.213694377838062e-05,0.00010432422812344064
4.622441,-2.2108700771298116e-05,0.0001039970694135227
4.6343,-2.2087815648050867e-05,0.00010376022636924043
4.639463,-2.2078614656340627e-05,0.00010365717682317162
4.655777,-2.2049119794179556e-05,0.00010333186690093006
4.6676,-2.2027347085078944e-05,0.00010309637438426409
4.672763,-2.2017735884320483e-05,0.00010299360796807728
4.689077,-2.1986962637352846e-05,0.00010266920509796749
4.7009,-2.1964280060177125e-05,0.00010243438164285145
4.706079,-2.1954245725591635e-05,0.0001023316027908906
4.722441,-2.19221503697621e-05,0.00010200717444984696
4.7343,-2.1898523547339687e-05,0.00010177234552884645
4.739463,-2.1888141898261344e-05,0.00010167018205702204
4.755777,-2.1854968142553035e-05,0.0001013477076765412
4.7676,-2.183057755279905e-05,0.00010111430381397378
4.772779,-2.1819803399428055e-05,0.00010101215248096472
4.789141,-2.1785403430305942e-05,0.00010068972940859084
4.801,-2.1760137265532977e-05,0.0001004563749098887
4.806163,-2.1749049888757613e-05,0.00010035485885504245
4.822477,-2.1713677989852374e-05,0.00010003445150706315
4.8343,-2.1687724053445812e-05,9.980256579250831e-05
4.839463,-2.1676307283144354e-05,9.970138841753724e-05
4.855777,-2.163990968991986e-05,9.93820611740407e-05
4.8676,-2.161322652749903e-05,9.915096762631285e-05
4.872779,-2.1601459689804023e-05,9.904983591601114e-05
4.889141,-2.1563968741082598e-05,9.873066470497659e-05
4.901,-2.1536505138494705e-05,9.849969528697413e-05
4.906163,-2.15244721129102e-05,9.839922500246123e-05
4.922477,-2.148615612126646e-05,9.808215060860159e-05
4.9343,-2.145810958169713e-05,9.785270731775597e-05
4.939479,-2.1445752629655632e-05,9.775230300454846e-05
4.955841,-2.1406425119594958e-05,9.743544806043246e-05
4.9677,-2.137765673784608e-05,9.720617416117397e-05
4.972863,-2.1365062441101707e-05,9.710644644108023e-05
4.989177,-2.13249999556158e-05,9.67917353044853e-05
5.001,-2.129571291265325e-05,9.656402071409787e-05
5.006163,-2.1282857880708245e-05,9.646467598736114e-05
5.022477,-2.1241984357187323e-05,9.615118287544028e-05
5.0343,-2.1212121520105213e-05,9.592435844365255e-05
5.039479,-2.11989787620476e-05,9.582510730224228e-05
5.055841,-2.1157207045173108e-05,9.551191985676402e-05
5.0677,-2.112670350641978e-05,9.528532633033363e-05
5.072863,-2.1113363154488783e-05,9.518677140614024e-05
5.089177,-2.107098058070844e-05,9.487578849018276e-05
5.101,-2.1040046947348937e-05,9.465079707820145e-05
5.106179,-2.1026441156882667e-05,9.455235240521544e-05
5.122541,-2.0983230158226698e-05,9.424172717560448e-05
5.1344,-2.095170577470645e-05,9.40170037703386e-05
5.139563,-2.0937926737114084e-05,9.391926648380859e-05
5.155877,-2.089418089561257e-05,9.361088029037524e-05
5.1677,-2.0862280652241384e-05,9.338778327333906e-05
5.172863,-2.0848299112020885e-05,9.329046375503006e-05
5.189177,-2.0803924272177952e-05,9.298340368616323e-05
5.201,-2.0771578332939757e-05,9.276127350611603e-05
