,AA,H2O,ASA,ASAA,SA,HA
144.2101045,1.8398258094e-211,2.79657820789,0.816971657432,1.73655839804e-213,0.152277437291,11.8180048708
144.73641875,1.21647980141e-212,2.80160582524,0.804855381832,1.12896464933e-214,0.152551197912,11.8392509801
145.262733,8.01169127106e-214,2.80653065848,0.792986810154,7.31158036464e-216,0.1528193618,11.8600627361
145.78904725,5.25619956305e-215,2.81132134681,0.781441520174,4.71816004053e-217,0.153080221317,11.8803076117
146.3153615,3.50408633148e-216,2.81602038171,0.770117109818,3.09526116089e-218,0.153336090182,11.9001651709
146.84167575,2.32128948049e-217,2.82065344235,0.758951693708,2.01702770317e-219,0.15358836666,11.9197439308
147.36799,1.52254967414e-218,2.82516511384,0.748078818656,1.30160728975e-220,0.153834033335,11.9388097147
147.89430425,9.90836161475e-220,2.82958157906,0.737435385354,8.33520414416e-222,0.154074515901,11.9574731682
148.4206185,6.39758904914e-221,2.83389737506,0.727034559246,5.29672847824e-223,0.154309516892,11.9757112057
148.94693275,4.10457804729e-222,2.83813387813,0.716824824613,3.34496446209e-224,0.154540200277,11.9936141607
149.473247,2.61545524082e-223,2.8422762356,0.706841975629,2.09828280242e-225,0.154765757307,12.0111192677
149.99956125,1.61804332046e-224,2.84628004139,0.697193028386,1.27837278198e-226,0.154983770012,12.0280388719
150.5258755,9.97763914416e-226,2.85028460488,0.687542255128,7.76222309e-228,0.155201823974,12.044961678
151.05218975,6.23549515141e-227,2.8541681763,0.678183065989,4.77754153369e-229,0.155413289755,12.0613731861
151.578504,3.88003748536e-228,2.85791744443,0.669147540221,2.9287937931e-230,0.155617442542,12.0772171446
152.10481825,2.40618186398e-229,2.86160391821,0.660263345315,1.78962573372e-231,0.155818176092,12.0927957417
152.6311325,1.48703005926e-230,2.86521483904,0.651561228774,1.08990466094e-232,0.156014795682,12.108055061
153.15744675,9.15741168904e-232,2.86871520822,0.643125535509,6.61602225139e-234,0.156205395586,12.1228472023
153.683761,5.62314643596e-233,2.87214391392,0.634862547199,4.005226429e-235,0.156392093317,12.1373365024
154.21007525,3.44810010739e-234,2.87548498708,0.626810748396,2.42188471434e-236,0.156574019338,12.1514554777
154.7363895,2.11142890314e-235,2.87874568593,0.618952647155,1.46269117608e-237,0.156751568871,12.1652348009
155.26270375,1.29223304564e-236,2.88191741629,0.611308955002,8.83135314295e-239,0.156924273948,12.1786381539
155.789018,7.90880496028e-238,2.88500624951,0.60386504028,5.33343146167e-240,0.157092465166,12.1916911935
156.31533225,4.91470795021e-239,2.88800218581,0.596645001949,3.27061427678e-241,0.15725559802,12.2043516618
156.8416465,3.03740410982e-240,2.89090390298,0.589652026399,1.9952262925e-242,0.157413600517,12.2166139713
157.36796075,1.86922398487e-241,2.89372006743,0.582865228122,1.21236440344e-243,0.157566944552,12.2285147453
157.894275,1.12637486504e-242,2.89642401799,0.576348859018,7.2167540258e-245,0.15771417839,12.2399413168
158.42058925,6.76046860244e-244,2.89902421646,0.57008252661,4.28008756741e-246,0.157855762788,12.2509294444
158.9469035,4.02284544202e-245,2.90154926947,0.563997290561,2.51709377752e-247,0.157993255414,12.2616000163
159.47321775,2.68989955765e-246,2.90400310418,0.558083686609,1.66473475945e-248,0.158126870107,12.2719696282
159.999532,1.8111661807e-247,2.90639203902,0.552326487706,1.10861249454e-249,0.158256950915,12.2820649809
160.52584625,1.2087461076e-248,2.90867720859,0.546819357278,7.31705386597e-251,0.158381381565,12.2917218341
161.0521605,8.03136029466e-250,2.91091744641,0.541420509841,4.80926037089e-252,0.15850336562,12.301188811
161.57847475,5.30779495594e-251,2.9130842477,0.536198640303,3.14485244252e-253,0.158621350958,12.310345454
162.104789,3.49856713067e-252,2.91521165077,0.531071718278,2.05135173605e-254,0.158737191009,12.3193356048
162.63110325,2.30115669603e-253,2.9172707412,0.526109425892,1.33556085873e-255,0.158849311344,12.3280370746
163.1574175,1.51198693009e-254,2.91927683467,0.521274853193,8.68801840946e-257,0.158958545924,12.3365145856
163.68373175,9.35888310794e-256,2.92121442257,0.516605375055,5.32344992693e-258,0.159064050283,12.3447026002
164.210046,5.70445754608e-257,2.92308571157,0.512095673561,3.21378173398e-259,0.159165944578,12.3526104436
164.73636025,3.43317467528e-258,2.92489420404,0.507737308185,1.91622954356e-260,0.159264419517,12.3602529163
165.2626745,2.04588868171e-259,2.9266446704,0.503518782456,1.13160243761e-261,0.159359734857,12.3676501777
165.78898875,1.20630844249e-260,2.92834358972,0.499424482219,6.61368023356e-263,0.15945224339,12.3748296075
166.315303,7.08855405097e-262,2.92998069679,0.495479146035,3.85305412278e-264,0.159541386163,12.3817478261
166.84161725,4.15282045997e-263,2.9315580604,0.491677788222,2.23861116337e-265,0.159627275824,12.3884135759
167.3679315,2.43120160894e-264,2.93307492292,0.488022234636,1.30011000909e-266,0.15970987112,12.3948236555
167.89424575,1.42541171987e-265,2.93453793674,0.484496453413,7.56372332313e-268,0.159789534281,12.4010061768
168.42056,8.55444520194e-267,2.93594926021,0.481095243021,4.50520327795e-269,0.159866382832,12.4069702609
168.94687425,5.12888521172e-268,2.93730385786,0.477830738679,2.68134716597e-270,0.159940142587,12.4126946285
169.4731885,3.04349543493e-269,2.93860087598,0.474704997766,1.5799380387e-271,0.160010767058,12.4181756718
169.99950275,1.80087356714e-270,2.93984606375,0.471704165068,9.28405775206e-273,0.160078569297,12.4234376864
170.525817,1.06481277282e-271,2.94103092663,0.468848712003,5.45398088876e-274,0.160143086764,12.4284447751
171.05213125,6.31630629579e-273,2.94216365405,0.466118902432,3.21538472119e-275,0.160204765386,12.4332315457
171.5784455,3.72213711562e-274,2.94323728423,0.463531513908,1.88332893854e-276,0.160263226082,12.4377685783
172.10475975,2.17159118841e-275,2.94427853452,0.461022159107,1.09233582278e-277,0.16031992365,12.4421687775
172.631074,1.24600440712e-276,2.94525816481,0.458661305044,6.23259812115e-279,0.160373265926,12.4463085779
173.15738825,7.04361242488e-278,2.94617733446,0.456446157729,3.50482478134e-280,0.160423316039,12.4501928788
173.6837025,3.86933408569e-279,2.94703281636,0.454384494331,1.91573459097e-281,0.160469898267,12.4538080429
174.21001675,2.0191223592e-280,2.94782633242,0.452472165097,9.94868361755e-283,0.160513106373,12.4571613469
174.736331,1.00136067613e-281,2.94855521362,0.450715602268,4.91224398578e-284,0.160552795023,12.4602415116
175.26264525,4.91058224205e-283,2.94922972596,0.449090065331,2.39974076555e-285,0.160589523215,12.46309192
175.7889595,2.29956230378e-284,2.94984324512,0.447611518547,1.11972080936e-286,0.160622930247,12.4656845786
176.31527375,1.05892371798e-285,2.95040141428,0.446266362154,5.13932179558e-288,0.160653323396,12.4680433346
176.841588,4.57054034437e-287,2.95090996703,0.445040778503,2.21123339643e-289,0.160681014865,12.4701924177
177.36790225,2.03923887284e-288,2.95137502615,0.443920012062,9.84271572705e-291,0.160706338047,12.4721577019
177.8942165,9.30290404533e-290,2.9518005294,0.442894573059,4.47889190834e-292,0.160729507358,12.4739558278
178.42053075,4.09642390867e-291,2.95218850702,0.441959568721,1.96754813949e-293,0.160750633348,12.4755953747
178.946845,1.8491905227e-292,2.95254155146,0.441108751383,8.8640902826e-295,0.160769857179,12.4770872983
179.47315925,8.15550216548e-294,2.95286621354,0.440326333943,3.90170477254e-296,0.160787535552,12.4784592814
179.9994735,3.74686040592e-295,2.95316503245,0.439606197084,1.78941240332e-297,0.16080380673,12.4797220543
